show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,popularity_score
s1701,TV Show,Show Title 1701,Director 1,"Actor 0, Actor 1",United Kingdom,"January 16, 1997",1995,TV-14,5 Season,"Documentary, Romance, Comedy",A generic description of the show content.,71.4
s1702,Movie,Show Title 1702,Director 2,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 11, 1990",1990,PG-13,142 min,Sci-Fi,A generic description of the show content.,77.3
s1703,Movie,Show Title 1703,Director 3,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 25, 2008",2007,TV-PG,80 min,"Romance, Action",A generic description of the show content.,100.0
s1704,Movie,Show Title 1704,Director 4,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 6, 1996",1996,TV-MA,160 min,"Drama, Romance, Action",A generic description of the show content.,83.1
s1705,TV Show,Show Title 1705,Director 5,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United Kingdom,"January 15, 2002",2002,R,4 Season,Comedy,A generic description of the show content.,82.6
s1706,Movie,Show Title 1706,Director 6,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 5, 1999",1997,PG-13,172 min,"Comedy, Action, Romance",A generic description of the show content.,93.2
s1707,TV Show,Show Title 1707,Director 7,"Actor 0, Actor 1",United States,"January 18, 2014",2014,R,1 Season,Action,A generic description of the show content.,100.0
s1708,Movie,Show Title 1708,Director 8,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 14, 2003",2003,TV-MA,89 min,Thriller,A generic description of the show content.,79.2
s1709,Movie,Show Title 1709,Director 9,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",India,"January 22, 2025",2023,TV-MA,155 min,"Action, Thriller, Comedy",A generic description of the show content.,100.0
s1710,TV Show,Show Title 1710,Director 10,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 24, 2018",2018,TV-MA,5 Season,"Action, Documentary",A generic description of the show content.,100.0
s1711,Movie,Show Title 1711,Director 11,"Actor 0, Actor 1, Actor 2",United States,"January 26, 2026",2024,TV-MA,139 min,Sci-Fi,A generic description of the show content.,100.0
s1712,TV Show,Show Title 1712,Director 12,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 2, 2026",2024,TV-MA,2 Season,"Thriller, Sci-Fi, Documentary",A generic description of the show content.,92.3
s1713,Movie,Show Title 1713,Director 13,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 3, 1998",1998,TV-PG,110 min,Documentary,A generic description of the show content.,95.5
s1714,Movie,Show Title 1714,Director 14,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 5, 2024",2024,PG-13,91 min,"Action, Sci-Fi",A generic description of the show content.,100.0
s1715,Movie,Show Title 1715,Director 15,"Actor 0, Actor 1, Actor 2",Japan,"January 17, 2003",2003,TV-PG,97 min,Romance,A generic description of the show content.,79.6
s1716,Movie,Show Title 1716,Director 16,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 22, 2025",2024,TV-14,90 min,"Sci-Fi, Action, Thriller",A generic description of the show content.,100.0
s1717,Movie,Show Title 1717,Director 17,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 11, 1991",1991,TV-PG,179 min,"Romance, Drama, Sci-Fi",A generic description of the show content.,69.4
s1718,Movie,Show Title 1718,Director 18,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 2, 2022",2020,TV-PG,92 min,"Sci-Fi, Documentary",A generic description of the show content.,100.0
s1719,Movie,Show Title 1719,Director 19,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 21, 2013",2012,TV-14,120 min,"Romance, Drama",A generic description of the show content.,100.0
s1720,Movie,Show Title 1720,Director 20,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 16, 2001",1999,PG-13,156 min,"Documentary, Sci-Fi, Thriller",A generic description of the show content.,85.6
s1721,Movie,Show Title 1721,Director 21,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",Japan,"January 16, 2008",2008,TV-PG,144 min,"Sci-Fi, Drama, Action",A generic description of the show content.,100.0
s1722,Movie,Show Title 1722,Director 22,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 21, 1994",1993,PG-13,80 min,"Action, Comedy, Thriller",A generic description of the show content.,85.9
s1723,Movie,Show Title 1723,Director 23,"Actor 0, Actor 1, Actor 2",India,"January 8, 2024",2023,TV-MA,99 min,"Thriller, Documentary",A generic description of the show content.,100.0
s1724,TV Show,Show Title 1724,Director 24,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 26, 2012",2010,R,6 Season,"Drama, Action, Romance",A generic description of the show content.,88.6
s1725,TV Show,Show Title 1725,Director 25,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 8, 1993",1992,TV-PG,8 Season,Thriller,A generic description of the show content.,78.9
s1726,TV Show,Show Title 1726,Director 26,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 5, 2012",2012,PG-13,1 Season,"Sci-Fi, Romance, Documentary",A generic description of the show content.,90.6
s1727,Movie,Show Title 1727,Director 27,"Actor 0, Actor 1, Actor 2",United States,"January 18, 1999",1997,PG-13,130 min,"Sci-Fi, Documentary",A generic description of the show content.,79.6
s1728,Movie,Show Title 1728,Director 28,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 7, 2002",2001,TV-MA,150 min,"Thriller, Comedy",A generic description of the show content.,95.2
s1729,Movie,Show Title 1729,Director 29,"Actor 0, Actor 1, Actor 2",United States,"January 5, 2009",2007,R,111 min,Romance,A generic description of the show content.,100.0
s1730,Movie,Show Title 1730,Director 30,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 10, 2000",2000,PG-13,146 min,"Romance, Sci-Fi, Action",A generic description of the show content.,88.8
s1731,Movie,Show Title 1731,Director 31,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 4, 1999",1998,TV-14,127 min,"Romance, Documentary, Thriller",A generic description of the show content.,73.5
s1732,Movie,Show Title 1732,Director 32,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",Japan,"January 25, 2015",2014,PG-13,117 min,"Thriller, Comedy, Action",A generic description of the show content.,100.0
s1733,Movie,Show Title 1733,Director 33,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United Kingdom,"January 28, 2015",2013,PG-13,123 min,"Romance, Comedy, Action",A generic description of the show content.,100.0
s1734,Movie,Show Title 1734,Director 34,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",India,"January 19, 2011",2009,TV-PG,132 min,"Sci-Fi, Action",A generic description of the show content.,100.0
s1735,TV Show,Show Title 1735,Director 35,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 17, 2004",2004,TV-14,2 Season,"Comedy, Documentary",A generic description of the show content.,79.8
s1736,Movie,Show Title 1736,Director 36,"Actor 0, Actor 1",South Korea,"January 10, 2021",2019,PG-13,158 min,"Drama, Romance, Action",A generic description of the show content.,97.0
s1737,TV Show,Show Title 1737,Director 37,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 7, 2005",2003,TV-14,4 Season,Sci-Fi,A generic description of the show content.,77.8
s1738,Movie,Show Title 1738,Director 38,"Actor 0, Actor 1, Actor 2",Japan,"January 4, 1999",1997,TV-PG,130 min,"Comedy, Sci-Fi, Drama",A generic description of the show content.,86.0
s1739,Movie,Show Title 1739,Director 39,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 8, 1999",1997,PG-13,149 min,Documentary,A generic description of the show content.,92.6
s1740,Movie,Show Title 1740,Director 40,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 2, 2004",2003,PG-13,97 min,"Romance, Action",A generic description of the show content.,88.5
s1741,TV Show,Show Title 1741,Director 41,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",South Korea,"January 17, 2023",2022,TV-PG,8 Season,"Thriller, Drama",A generic description of the show content.,100.0
s1742,TV Show,Show Title 1742,Director 42,"Actor 0, Actor 1",India,"January 26, 1990",1990,TV-PG,1 Season,Comedy,A generic description of the show content.,59.7
s1743,Movie,Show Title 1743,Director 43,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 1, 1997",1997,R,150 min,Sci-Fi,A generic description of the show content.,97.1
s1744,Movie,Show Title 1744,Director 44,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 1, 2023",2021,TV-MA,113 min,"Action, Documentary, Drama",A generic description of the show content.,100.0
s1745,Movie,Show Title 1745,Director 45,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United Kingdom,"January 20, 2012",2012,PG-13,97 min,Drama,A generic description of the show content.,100.0
s1746,TV Show,Show Title 1746,Director 46,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 17, 2009",2008,TV-14,2 Season,"Action, Comedy, Romance",A generic description of the show content.,100.0
s1747,TV Show,Show Title 1747,Director 47,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 7, 2018",2016,TV-PG,4 Season,Sci-Fi,A generic description of the show content.,100.0
s1748,Movie,Show Title 1748,Director 48,"Actor 0, Actor 1, Actor 2",United States,"January 3, 2019",2018,PG-13,115 min,"Action, Thriller",A generic description of the show content.,100.0
s1749,Movie,Show Title 1749,Director 49,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",Japan,"January 21, 2008",2008,TV-14,96 min,"Documentary, Thriller, Drama",A generic description of the show content.,100.0
s1750,Movie,Show Title 1750,Director 50,"Actor 0, Actor 1, Actor 2",South Korea,"January 24, 2017",2017,R,135 min,"Drama, Documentary, Sci-Fi",A generic description of the show content.,79.5
s1751,TV Show,Show Title 1751,Director 51,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 12, 1993",1992,R,4 Season,Documentary,A generic description of the show content.,74.8
s1752,TV Show,Show Title 1752,Director 52,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 3, 1992",1991,TV-MA,7 Season,Romance,A generic description of the show content.,68.0
s1753,Movie,Show Title 1753,Director 53,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 17, 2005",2003,TV-MA,112 min,"Action, Drama",A generic description of the show content.,77.2
s1754,Movie,Show Title 1754,Director 54,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 17, 2022",2021,TV-14,134 min,"Romance, Comedy, Documentary",A generic description of the show content.,100.0
s1755,TV Show,Show Title 1755,Director 55,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 11, 2006",2005,TV-MA,5 Season,"Drama, Documentary, Thriller",A generic description of the show content.,100.0
s1756,Movie,Show Title 1756,Director 56,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United Kingdom,"January 21, 2024",2023,TV-PG,97 min,"Drama, Comedy",A generic description of the show content.,100.0
s1757,TV Show,Show Title 1757,Director 57,"Actor 0, Actor 1",United States,"January 17, 2014",2013,TV-PG,8 Season,"Romance, Drama, Documentary",A generic description of the show content.,100.0
s1758,Movie,Show Title 1758,Director 58,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 19, 2008",2008,R,116 min,"Comedy, Drama, Thriller",A generic description of the show content.,100.0
s1759,TV Show,Show Title 1759,Director 59,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 21, 2018",2016,TV-PG,10 Season,"Sci-Fi, Thriller, Action",A generic description of the show content.,100.0
s1760,TV Show,Show Title 1760,Director 60,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 19, 2020",2019,TV-PG,2 Season,"Action, Comedy, Documentary",A generic description of the show content.,100.0
s1761,Movie,Show Title 1761,Director 61,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 10, 1998",1996,TV-PG,117 min,Sci-Fi,A generic description of the show content.,91.4
s1762,TV Show,Show Title 1762,Director 62,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",Japan,"January 10, 2001",2001,R,4 Season,Comedy,A generic description of the show content.,82.3
s1763,Movie,Show Title 1763,Director 63,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 5, 1994",1993,PG-13,132 min,"Romance, Drama, Documentary",A generic description of the show content.,66.5
s1764,Movie,Show Title 1764,Director 64,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 10, 1993",1991,TV-MA,162 min,"Comedy, Romance",A generic description of the show content.,64.0
s1765,Movie,Show Title 1765,Director 65,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 22, 2015",2013,PG-13,163 min,Documentary,A generic description of the show content.,89.1
s1766,TV Show,Show Title 1766,Director 66,"Actor 0, Actor 1, Actor 2, Actor 3",South Korea,"January 23, 1992",1990,TV-PG,6 Season,"Romance, Drama",A generic description of the show content.,89.7
s1767,Movie,Show Title 1767,Director 67,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 14, 2001",1999,TV-14,131 min,"Sci-Fi, Action, Documentary",A generic description of the show content.,79.7
s1768,Movie,Show Title 1768,Director 68,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 1, 2016",2014,R,124 min,"Romance, Drama",A generic description of the show content.,100.0
s1769,TV Show,Show Title 1769,Director 69,"Actor 0, Actor 1, Actor 2",United States,"January 9, 1999",1999,TV-14,4 Season,"Action, Documentary, Sci-Fi",A generic description of the show content.,85.0
s1770,Movie,Show Title 1770,Director 70,"Actor 0, Actor 1",United States,"January 27, 2009",2009,R,145 min,"Romance, Drama",A generic description of the show content.,92.9
s1771,TV Show,Show Title 1771,Director 71,"Actor 0, Actor 1",United States,"January 4, 2023",2022,TV-PG,7 Season,"Thriller, Sci-Fi, Drama",A generic description of the show content.,100.0
s1772,Movie,Show Title 1772,Director 72,"Actor 0, Actor 1",United States,"January 3, 2003",2002,TV-PG,158 min,"Sci-Fi, Drama",A generic description of the show content.,75.8
s1773,Movie,Show Title 1773,Director 73,"Actor 0, Actor 1",United Kingdom,"January 15, 1996",1995,TV-MA,117 min,"Documentary, Drama, Action",A generic description of the show content.,73.4
s1774,TV Show,Show Title 1774,Director 74,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 21, 2019",2018,TV-14,7 Season,"Comedy, Drama, Action",A generic description of the show content.,100.0
s1775,Movie,Show Title 1775,Director 75,"Actor 0, Actor 1",India,"January 23, 2019",2018,TV-MA,156 min,"Thriller, Comedy",A generic description of the show content.,87.8
s1776,TV Show,Show Title 1776,Director 76,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 26, 2016",2016,R,3 Season,"Comedy, Action, Drama",A generic description of the show content.,100.0
s1777,TV Show,Show Title 1777,Director 77,"Actor 0, Actor 1, Actor 2",Japan,"January 25, 2015",2014,PG-13,1 Season,Documentary,A generic description of the show content.,96.6
s1778,Movie,Show Title 1778,Director 78,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 7, 2025",2024,TV-MA,113 min,Comedy,A generic description of the show content.,100.0
s1779,Movie,Show Title 1779,Director 79,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 4, 2011",2010,TV-PG,125 min,"Comedy, Sci-Fi, Action",A generic description of the show content.,99.1
s1780,TV Show,Show Title 1780,Director 80,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 1, 2004",2003,PG-13,3 Season,"Drama, Sci-Fi, Documentary",A generic description of the show content.,73.4
s1781,Movie,Show Title 1781,Director 81,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 18, 2024",2022,TV-14,165 min,"Comedy, Thriller",A generic description of the show content.,100.0
s1782,Movie,Show Title 1782,Director 82,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 19, 2018",2018,TV-MA,89 min,"Documentary, Action, Romance",A generic description of the show content.,99.0
s1783,TV Show,Show Title 1783,Director 83,"Actor 0, Actor 1, Actor 2",United States,"January 14, 2000",1999,TV-14,7 Season,"Documentary, Drama",A generic description of the show content.,87.1
s1784,TV Show,Show Title 1784,Director 84,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 18, 2003",2003,TV-MA,5 Season,Thriller,A generic description of the show content.,93.3
s1785,TV Show,Show Title 1785,Director 85,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 1, 2021",2021,PG-13,9 Season,Comedy,A generic description of the show content.,92.9
s1786,TV Show,Show Title 1786,Director 86,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",Japan,"January 9, 2026",2024,R,3 Season,Romance,A generic description of the show content.,100.0
s1787,Movie,Show Title 1787,Director 87,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 25, 2022",2021,TV-MA,180 min,"Romance, Documentary, Thriller",A generic description of the show content.,100.0
s1788,TV Show,Show Title 1788,Director 88,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",India,"January 14, 1997",1997,TV-14,9 Season,Documentary,A generic description of the show content.,82.7
s1789,Movie,Show Title 1789,Director 89,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 22, 1991",1991,R,143 min,"Documentary, Sci-Fi, Thriller",A generic description of the show content.,85.9
s1790,Movie,Show Title 1790,Director 90,"Actor 0, Actor 1",United States,"January 12, 2021",2021,R,110 min,"Documentary, Comedy",A generic description of the show content.,86.7
s1791,Movie,Show Title 1791,Director 91,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 11, 2002",2000,TV-MA,103 min,Romance,A generic description of the show content.,85.2
s1792,Movie,Show Title 1792,Director 92,"Actor 0, Actor 1, Actor 2",United States,"January 22, 2014",2013,R,81 min,"Documentary, Thriller",A generic description of the show content.,93.9
s1793,Movie,Show Title 1793,Director 93,"Actor 0, Actor 1, Actor 2, Actor 3",United Kingdom,"January 11, 2025",2023,R,163 min,Drama,A generic description of the show content.,100.0
s1794,TV Show,Show Title 1794,Director 94,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United Kingdom,"January 14, 1994",1992,TV-PG,9 Season,"Documentary, Romance, Action",A generic description of the show content.,75.1
s1795,Movie,Show Title 1795,Director 95,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 26, 1991",1991,TV-PG,100 min,Drama,A generic description of the show content.,68.0
s1796,Movie,Show Title 1796,Director 96,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 10, 2026",2024,TV-MA,135 min,"Documentary, Romance, Action",A generic description of the show content.,100.0
s1797,Movie,Show Title 1797,Director 97,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United Kingdom,"January 12, 2023",2022,TV-PG,150 min,"Drama, Romance, Sci-Fi",A generic description of the show content.,100.0
s1798,Movie,Show Title 1798,Director 98,"Actor 0, Actor 1, Actor 2, Actor 3",South Korea,"January 8, 1994",1992,R,168 min,"Thriller, Drama, Action",A generic description of the show content.,81.8
s1799,Movie,Show Title 1799,Director 99,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 9, 2025",2024,PG-13,178 min,"Comedy, Drama, Documentary",A generic description of the show content.,100.0
s1800,TV Show,Show Title 1800,Director 0,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 5, 2021",2019,TV-PG,8 Season,"Documentary, Thriller, Romance",A generic description of the show content.,100.0
s1801,TV Show,Show Title 1801,Director 1,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 16, 2001",1999,PG-13,3 Season,"Documentary, Sci-Fi",A generic description of the show content.,77.9
s1802,TV Show,Show Title 1802,Director 2,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",India,"January 12, 2023",2023,TV-14,1 Season,"Romance, Comedy",A generic description of the show content.,100.0
s1803,TV Show,Show Title 1803,Director 3,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 22, 2014",2013,TV-PG,7 Season,"Romance, Documentary",A generic description of the show content.,88.4
s1804,Movie,Show Title 1804,Director 4,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United Kingdom,"January 9, 2001",2000,TV-MA,115 min,"Comedy, Romance, Action",A generic description of the show content.,71.0
s1805,TV Show,Show Title 1805,Director 5,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 6, 2017",2015,TV-MA,4 Season,Action,A generic description of the show content.,93.7
s1806,Movie,Show Title 1806,Director 6,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 28, 2024",2024,TV-PG,174 min,"Sci-Fi, Action, Thriller",A generic description of the show content.,100.0
s1807,TV Show,Show Title 1807,Director 7,"Actor 0, Actor 1, Actor 2",South Korea,"January 22, 1998",1996,TV-14,6 Season,"Comedy, Action",A generic description of the show content.,80.1
s1808,Movie,Show Title 1808,Director 8,"Actor 0, Actor 1, Actor 2, Actor 3",United Kingdom,"January 13, 2022",2020,TV-MA,102 min,"Thriller, Comedy",A generic description of the show content.,92.2
s1809,TV Show,Show Title 1809,Director 9,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 4, 2025",2023,R,10 Season,"Action, Drama, Comedy",A generic description of the show content.,100.0
s1810,Movie,Show Title 1810,Director 10,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 1, 2023",2021,TV-14,146 min,"Thriller, Documentary",A generic description of the show content.,100.0
s1811,TV Show,Show Title 1811,Director 11,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United Kingdom,"January 10, 2010",2008,TV-PG,5 Season,Drama,A generic description of the show content.,98.5
s1812,Movie,Show Title 1812,Director 12,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 16, 2024",2022,R,153 min,Sci-Fi,A generic description of the show content.,100.0
s1813,Movie,Show Title 1813,Director 13,"Actor 0, Actor 1",United States,"January 3, 2012",2011,TV-MA,154 min,Action,A generic description of the show content.,100.0
s1814,Movie,Show Title 1814,Director 14,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 7, 2008",2008,TV-MA,138 min,Action,A generic description of the show content.,98.3
s1815,TV Show,Show Title 1815,Director 15,"Actor 0, Actor 1, Actor 2",United States,"January 8, 2004",2003,R,7 Season,"Romance, Documentary",A generic description of the show content.,71.6
s1816,TV Show,Show Title 1816,Director 16,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 25, 2007",2007,PG-13,3 Season,"Sci-Fi, Romance, Drama",A generic description of the show content.,76.0
s1817,TV Show,Show Title 1817,Director 17,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 16, 2016",2014,PG-13,10 Season,"Drama, Romance, Documentary",A generic description of the show content.,100.0
s1818,Movie,Show Title 1818,Director 18,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",Japan,"January 28, 2022",2020,TV-PG,80 min,"Action, Comedy",A generic description of the show content.,100.0
s1819,Movie,Show Title 1819,Director 19,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 26, 2016",2015,R,100 min,Action,A generic description of the show content.,100.0
s1820,Movie,Show Title 1820,Director 20,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 10, 2022",2022,TV-MA,133 min,"Documentary, Thriller",A generic description of the show content.,100.0
s1821,Movie,Show Title 1821,Director 21,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United States,"January 12, 2012",2011,TV-PG,174 min,"Action, Documentary, Sci-Fi",A generic description of the show content.,100.0
s1822,Movie,Show Title 1822,Director 22,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 11, 2009",2009,TV-MA,158 min,Drama,A generic description of the show content.,100.0
s1823,TV Show,Show Title 1823,Director 23,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 12, 1994",1992,TV-MA,1 Season,Sci-Fi,A generic description of the show content.,63.5
s1824,Movie,Show Title 1824,Director 24,"Actor 0, Actor 1, Actor 2",Japan,"January 26, 1995",1994,TV-14,110 min,Romance,A generic description of the show content.,68.7
s1825,Movie,Show Title 1825,Director 25,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 21, 2013",2011,R,141 min,Documentary,A generic description of the show content.,100.0
s1826,Movie,Show Title 1826,Director 26,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 20, 1997",1996,R,116 min,"Action, Documentary",A generic description of the show content.,78.1
s1827,Movie,Show Title 1827,Director 27,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",South Korea,"January 14, 2022",2021,R,98 min,"Sci-Fi, Romance",A generic description of the show content.,100.0
s1828,TV Show,Show Title 1828,Director 28,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 24, 2018",2016,TV-MA,3 Season,"Drama, Comedy, Action",A generic description of the show content.,100.0
s1829,TV Show,Show Title 1829,Director 29,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 23, 1996",1994,PG-13,9 Season,Sci-Fi,A generic description of the show content.,69.2
s1830,TV Show,Show Title 1830,Director 30,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 27, 1996",1994,PG-13,3 Season,Documentary,A generic description of the show content.,76.1
